case_id,candidate_id,interval,station_zero_based,offset_working_px,x,y,available,passing,recorded_minimum_contrast,direct_bilinear_minimum_contrast,installed_cv2_minimum_contrast
am2_window_01_frame_28019,184:4123,10,14,0,909.4610461649485,209.11533428223854,True,False,-15.321609497070312,-15.321601504459977,-14.01171875
am2_window_01_frame_28019,184:4123,10,14,2,909.2952167896353,211.10844758014292,True,False,-144.07608032226562,-144.07607614435256,-145.525390625
am2_window_01_frame_28019,184:4123,10,14,4,909.1293874143223,213.10156087804728,True,False,-120.40679168701172,-120.40679796226323,-120.90234375
am2_window_01_frame_28019,184:4123,10,15,-4,915.2970389885186,205.58707476827638,True,True,42.302879333496094,42.30287257395685,43.501953125
am2_window_01_frame_28019,184:4123,10,15,-2,915.1312096132056,207.58018806618074,True,True,27.171005249023438,27.171001125127077,27.34765625
am2_window_01_frame_28019,184:4123,10,15,0,914.9653802378924,209.57330136408513,True,True,22.675369262695312,22.675377484411,22.85546875
am2_window_01_frame_28019,184:4123,10,15,2,914.7995508625793,211.5664146619895,True,False,-49.085693359375,-49.08568402566016,-48.94140625
am2_window_01_frame_28019,184:4123,10,15,4,914.6337214872663,213.55952795989387,True,False,-49.09211730957031,-49.092115277424455,-49.35546875
am2_window_01_frame_28019,184:4123,10,16,-4,920.801365515542,206.0450412222935,True,False,-2.3238067626953125,-2.3238051123917103,-2.525390625
am2_window_01_frame_28019,184:4123,10,16,-2,920.635536140229,208.03815452019785,True,True,51.32182312011719,51.32183005288243,51.28515625
am2_window_01_frame_28019,184:4123,10,16,0,920.4697067649158,210.03126781810224,True,True,26.159378051757812,26.159384245984256,25.4833984375
am2_window_01_frame_28019,184:4123,10,16,2,920.3038773896027,212.02438111600662,True,False,2.3238067626953125,2.3238051123917103,2.525390625
am2_window_01_frame_28019,184:4123,10,16,4,920.1380480142897,214.01749441391098,True,False,-51.32182312011719,-51.32183005288243,-51.28515625
am2_window_01_frame_28019,184:4123,10,17,-4,926.3056920425654,206.5030076763106,True,True,17.761093139648438,17.76109495945275,17.400390625
am2_window_01_frame_28019,184:4123,10,17,-2,926.1398626672524,208.49612097421496,True,True,68.66692352294922,68.66692627966404,68.52734375
am2_window_01_frame_28019,184:4123,10,17,0,925.9740332919392,210.48923427211935,True,True,50.32939910888672,50.329399574548006,50.390625
am2_window_01_frame_28019,184:4123,10,17,2,925.8082039166261,212.48234757002373,True,False,-17.761093139648438,-17.76109495945275,-17.400390625
am2_window_01_frame_28019,184:4123,10,17,4,925.6423745413131,214.4754608679281,True,False,-69.68014526367188,-69.68014380335808,-69.5771484375
am2_window_01_frame_28019,184:4123,10,18,-4,931.8100185695887,206.9609741303277,True,True,46.64152526855469,46.64152817055583,47.3046875
am2_window_01_frame_28019,184:4123,10,18,-2,931.6441891942757,208.95408742823207,True,True,22.473419189453125,22.47342734411359,21.80078125
am2_window_01_frame_28019,184:4123,10,18,0,931.4783598189625,210.94720072613646,True,False,-25.39899444580078,-25.398992210626602,-25.384765625
am2_window_01_frame_28019,184:4123,10,18,2,931.3125304436494,212.94031402404084,True,False,-61.76158142089844,-61.76158222183585,-62.19140625
am2_window_01_frame_28019,184:4123,10,18,4,931.1467010683364,214.9334273219452,True,False,-30.490257263183594,-30.490262914448977,-30.630859375
am2_window_01_frame_28019,184:4123,10,19,-4,937.3143450966121,207.4189405843448,True,True,17.41053009033203,17.41052375547588,16.009765625
am2_window_01_frame_28019,184:4123,10,19,-2,937.1485157212991,209.41205388224915,True,True,29.472091674804688,29.4721010774374,29.533203125
am2_window_01_frame_28019,184:4123,10,19,0,936.9826863459859,211.40516718015354,True,True,13.291938781738281,13.291938478127122,13.46875
am2_window_01_frame_28019,184:4123,10,19,2,936.8168569706728,213.39828047805793,True,False,-17.41053009033203,-17.41052375547588,-16.009765625
am2_window_01_frame_28019,184:4123,10,19,4,936.6510275953598,215.39139377596229,True,False,-29.472091674804688,-29.4721010774374,-29.533203125
am2_window_01_frame_28019,184:4123,10,20,-4,942.8186716236354,207.8769070383619,True,True,86.84690856933594,86.84690814372152,85.587890625
am2_window_01_frame_28019,184:4123,10,20,-2,942.6528422483224,209.87002033626626,True,True,55.96788787841797,55.96789137274027,55.490234375
am2_window_01_frame_28019,184:4123,10,20,0,942.4870128730092,211.86313363417065,True,True,92.12138366699219,92.1213839892298,91.9375
am2_window_01_frame_28019,184:4123,10,20,2,942.3211834976961,213.85624693207504,True,False,-86.84690856933594,-86.84690814372152,-85.587890625
am2_window_01_frame_28019,184:4123,10,20,4,942.1553541223831,215.8493602299794,True,False,-56.03706359863281,-56.03706765174866,-55.5087890625
am2_window_01_frame_28019,184:4123,10,21,-4,948.3230056965795,208.3348741202085,True,True,55.73809051513672,55.7380885258317,55.853515625
am2_window_01_frame_28019,184:4123,10,21,-2,948.1571763212664,210.32798741811285,True,True,14.489158630371094,14.4891556520015,15.2490234375
