case_id,arm,pair_id,pencils,proposed_count,retained_count,nearest_proposed_px,nearest_proposed_index,nearest_proposed_retained,nearest_retained_px,nearest_retained_index,nearest_retained_px_float64_from_record,cap_gain_px,cap_discarded_closer_court,courts_closer_than_pool_nearest
gxBQ_window_00_frame_0,M,143,9 8,5706,256,354.6528859573234,790,False,361.5424892674383,873,361.5424948428142,6.889603310114921,True,0
gxBQ_window_00_frame_0,M,145,9 11,47954,256,291.57294014880273,30982,False,390.3050050684895,30234,390.3049910011743,98.73206491968676,True,0
gxBQ_window_00_frame_0,M,146,9 12,42736,256,311.4786787701103,10645,False,465.0645298947521,30562,465.0645290208287,153.5858511246418,True,0
gxBQ_window_00_frame_0,M,147,9 13,49630,256,310.4055916225822,23384,False,414.93965851339584,35374,414.93967079359203,104.53406689081362,True,0
gxBQ_window_00_frame_0,M,148,9 14,51586,256,292.9803504018593,34780,False,446.80208806395575,32209,446.80206366156784,153.82173766209644,True,0
gxBQ_window_00_frame_0,M,149,9 15,35126,256,322.7118091517714,24203,False,376.70060939469516,12697,376.7005863584516,53.98880024292379,True,0
gxBQ_window_00_frame_0,M,150,10 0,0,0,,,,,,,,,
gxBQ_window_00_frame_0,M,152,10 2,0,0,,,,,,,,,
gxBQ_window_00_frame_0,M,154,10 4,0,0,,,,,,,,,
gxBQ_window_00_frame_0,M,157,10 7,0,0,,,,,,,,,
gxBQ_window_00_frame_0,M,160,10 11,0,0,,,,,,,,,
gxBQ_window_00_frame_0,M,161,10 12,0,0,,,,,,,,,
gxBQ_window_00_frame_0,M,162,10 13,0,0,,,,,,,,,
gxBQ_window_00_frame_0,M,163,10 14,0,0,,,,,,,,,
gxBQ_window_00_frame_0,M,164,10 15,0,0,,,,,,,,,
gxBQ_window_00_frame_0,M,166,11 1,44550,256,269.8985934432065,26783,False,319.10189587472604,3263,319.1018978254436,49.203302431519546,True,0
gxBQ_window_00_frame_0,M,168,11 3,85666,256,159.92257844649757,41307,False,421.474941014283,5238,421.4749452270714,261.5523625677854,True,0
gxBQ_window_00_frame_0,M,169,11 4,15196,256,179.909299414653,7235,False,297.6321935361159,15008,297.6321747549963,117.7228941214629,True,0
gxBQ_window_00_frame_0,M,171,11 6,10748,256,3221.301559868933,8236,False,4990.935046867764,9073,4990.93513194085,1769.633486998831,True,0
gxBQ_window_00_frame_0,M,173,11 8,58494,256,217.52624350494318,16133,False,303.5618824497595,29022,303.561897387642,86.0356389448163,True,0
gxBQ_window_00_frame_0,M,174,11 9,83634,256,157.1598118427505,42060,False,1807.5724960932876,67750,1807.572445265104,1650.412684250537,True,0
gxBQ_window_00_frame_0,M,175,11 10,0,0,,,,,,,,,
gxBQ_window_00_frame_0,M,181,12 1,40216,256,272.49661266556785,26919,False,339.40704838409886,734,339.40704128739816,66.910435718531,True,0
gxBQ_window_00_frame_0,M,183,12 3,69232,256,167.26467484327625,47614,False,528.8796202485536,47730,528.879638877051,361.61494540527735,True,0
gxBQ_window_00_frame_0,M,184,12 4,16102,256,171.80854960760283,5627,False,299.49180962192764,3931,299.49181121038595,127.68326001432482,True,0
gxBQ_window_00_frame_0,M,186,12 6,6316,256,2732.0888701939866,551,False,3553.613191425927,1489,3553.6132689283186,821.5243212319406,True,0
gxBQ_window_00_frame_0,M,188,12 8,50816,256,258.8778671246608,19178,False,359.07708755717925,38059,359.0770764191996,100.19922043251847,True,0
gxBQ_window_00_frame_0,M,189,12 9,86040,256,166.40150588723017,52908,False,2106.0273140416325,32045,2106.027337741732,1939.6258081544024,True,0
gxBQ_window_00_frame_0,M,190,12 10,0,0,,,,,,,,,
gxBQ_window_00_frame_0,M,196,13 1,59840,256,251.75441531036162,26332,False,338.1491827522566,1436,338.1491860083277,86.39476744189497,True,0
gxBQ_window_00_frame_0,M,198,13 3,95712,256,155.07387508818513,81199,False,384.16324862111696,23688,384.1632556233724,229.08937353293183,True,0
gxBQ_window_00_frame_0,M,199,13 4,16826,256,150.02023116657813,8826,False,296.40750906796785,16099,296.407506318991,146.38727790138972,True,0
gxBQ_window_00_frame_0,M,201,13 6,6242,256,3600.035683451156,3405,False,3652.596126262379,708,3652.596083095812,52.56044281122331,True,0
gxBQ_window_00_frame_0,M,203,13 8,65496,256,216.51951451731014,63524,False,348.5764368010499,14686,348.57642597538313,132.05692228373977,True,0
gxBQ_window_00_frame_0,M,204,13 9,85094,256,152.15209243942397,27146,False,529.1270437775977,18376,529.1270681988848,376.9749513381737,True,0
gxBQ_window_00_frame_0,M,205,13 10,0,0,,,,,,,,,
gxBQ_window_00_frame_0,M,211,14 1,54466,256,242.3606502757628,24639,False,344.03579555577187,9972,344.0357879063609,101.67514528000908,True,0
gxBQ_window_00_frame_0,M,213,14 3,93326,256,160.85900335110256,43856,False,368.5827478952996,12515,368.58275246143586,207.72374454419702,True,0
gxBQ_window_00_frame_0,M,214,14 4,14944,256,172.2357308586121,6680,False,298.20748210564017,14668,298.20748084318916,125.97175124702807,True,0
gxBQ_window_00_frame_0,M,216,14 6,15228,256,1656.38150508189,3285,False,5047.762454179532,107,5047.762616425,3391.380949097642,True,0
